Area Code,Area,Area Type,Area Title,Year,Month,Month_Str,Ref_Type,Version,Labor Force,Employment,Unemployment,Unemployment Rate
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,1,Jan,B,2020,1408702,1324542,84160,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,2,Feb,B,2020,1408411,1324192,84219,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,3,Mar,B,2020,1409008,1324375,84633,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,4,Apr,B,2020,1411578,1326146,85432,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,5,May,B,2020,1414850,1328830,86020,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,6,Jun,B,2020,1418278,1331873,86405,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,7,Jul,B,2020,1420661,1333792,86869,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,8,Aug,B,2020,1421974,1334164,87810,6.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,9,Sep,B,2020,1422664,1333200,89464,6.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,10,Oct,B,2020,1422906,1331248,91658,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,11,Nov,B,2020,1423127,1328948,94179,6.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1990,12,Dec,B,2020,1423662,1327011,96651,6.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,1,Jan,B,2020,1425029,1326009,99020,6.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,2,Feb,B,2020,1427478,1326260,101218,7.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,3,Mar,B,2020,1430292,1327431,102861,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,4,Apr,B,2020,1432810,1328859,103951,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,5,May,B,2020,1434790,1330195,104595,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,6,Jun,B,2020,1436343,1331435,104908,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,7,Jul,B,2020,1437868,1332627,105241,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,8,Aug,B,2020,1439704,1333723,105981,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,9,Sep,B,2020,1442051,1334530,107521,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,10,Oct,B,2020,1445243,1335268,109975,7.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,11,Nov,B,2020,1449296,1336513,112783,7.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1991,12,Dec,B,2020,1454000,1338677,115323,7.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,1,Jan,B,2020,1458793,1341496,117297,8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,2,Feb,B,2020,1463294,1344410,118884,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,3,Mar,B,2020,1467695,1347165,120530,8.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,4,Apr,B,2020,1472026,1349638,122388,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,5,May,B,2020,1476305,1351784,124521,8.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,6,Jun,B,2020,1480515,1353608,126907,8.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,7,Jul,B,2020,1484477,1355371,129106,8.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,8,Aug,B,2020,1488475,1357481,130994,8.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,9,Sep,B,2020,1492501,1360066,132435,8.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,10,Oct,B,2020,1496186,1362877,133309,8.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,11,Nov,B,2020,1499076,1365210,133866,8.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1992,12,Dec,B,2020,1501162,1367042,134120,8.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,1,Jan,B,2020,1503064,1369115,133949,8.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,2,Feb,B,2020,1505457,1371995,133462,8.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,3,Mar,B,2020,1508515,1375646,132869,8.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,4,Apr,B,2020,1512188,1379839,132349,8.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,5,May,B,2020,1516465,1384293,132172,8.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,6,Jun,B,2020,1521045,1388850,132195,8.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,7,Jul,B,2020,1525420,1393456,131964,8.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,8,Aug,B,2020,1529049,1398114,130935,8.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,9,Sep,B,2020,1532217,1403190,129027,8.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,10,Oct,B,2020,1535418,1408538,126880,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,11,Nov,B,2020,1538880,1413730,125150,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1993,12,Dec,B,2020,1542548,1418366,124182,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,1,Jan,B,2020,1545905,1422135,123770,8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,2,Feb,B,2020,1548431,1425092,123339,8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,3,Mar,B,2020,1550319,1427787,122532,7.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,4,Apr,B,2020,1552226,1431103,121123,7.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,5,May,B,2020,1554549,1435515,119034,7.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,6,Jun,B,2020,1557974,1441240,116734,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,7,Jul,B,2020,1563109,1448008,115101,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,8,Aug,B,2020,1569496,1455133,114363,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,9,Sep,B,2020,1576513,1462096,114417,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,10,Oct,B,2020,1583709,1469049,114660,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,11,Nov,B,2020,1590863,1476106,114757,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1994,12,Dec,B,2020,1597238,1482314,114924,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,1,Jan,B,2020,1602387,1487027,115360,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,2,Feb,B,2020,1606362,1490326,116036,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,3,Mar,B,2020,1609346,1492344,117002,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,4,Apr,B,2020,1611464,1493140,118324,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,5,May,B,2020,1613084,1493345,119739,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,6,Jun,B,2020,1614652,1493635,121017,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,7,Jul,B,2020,1616599,1494718,121881,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,8,Aug,B,2020,1619499,1497157,122342,7.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,9,Sep,B,2020,1623251,1500815,122436,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,10,Oct,B,2020,1627395,1505209,122186,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,11,Nov,B,2020,1631721,1510169,121552,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1995,12,Dec,B,2020,1636729,1515883,120846,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,1,Jan,B,2020,1642656,1522045,120611,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,2,Feb,B,2020,1649133,1528025,121108,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,3,Mar,B,2020,1655816,1533838,121978,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,4,Apr,B,2020,1662071,1539459,122612,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,5,May,B,2020,1667541,1544893,122648,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,6,Jun,B,2020,1671977,1550243,121734,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,7,Jul,B,2020,1675388,1555333,120055,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,8,Aug,B,2020,1677974,1559940,118034,7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,9,Sep,B,2020,1679678,1563987,115691,6.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,10,Oct,B,2020,1680666,1567504,113162,6.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,11,Nov,B,2020,1681436,1570640,110796,6.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1996,12,Dec,B,2020,1682276,1573799,108477,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,1,Jan,B,2020,1683517,1577506,106011,6.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,2,Feb,B,2020,1685612,1582106,103506,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,3,Mar,B,2020,1688642,1587587,101055,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,4,Apr,B,2020,1692966,1593834,99132,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,5,May,B,2020,1698194,1600388,97806,5.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,6,Jun,B,2020,1703357,1606506,96851,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,7,Jul,B,2020,1707852,1612002,95850,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,8,Aug,B,2020,1711607,1616519,95088,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,9,Sep,B,2020,1714777,1619668,95109,5.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,10,Oct,B,2020,1717372,1621400,95972,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,11,Nov,B,2020,1719213,1622048,97165,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1997,12,Dec,B,2020,1720741,1622664,98077,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,1,Jan,B,2020,1722661,1624176,98485,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,2,Feb,B,2020,1725404,1627077,98327,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,3,Mar,B,2020,1728992,1631204,97788,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,4,Apr,B,2020,1733154,1636171,96983,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,5,May,B,2020,1737945,1641302,96643,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,6,Jun,B,2020,1743343,1645825,97518,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,7,Jul,B,2020,1748947,1649218,99729,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,8,Aug,B,2020,1754290,1651822,102468,5.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,9,Sep,B,2020,1759368,1654393,104975,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,10,Oct,B,2020,1763925,1657262,106663,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,11,Nov,B,2020,1767438,1660402,107036,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1998,12,Dec,B,2020,1769491,1663121,106370,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,1,Jan,B,2020,1770361,1665065,105296,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,2,Feb,B,2020,1770943,1666419,104524,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,3,Mar,B,2020,1771677,1667303,104374,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,4,Apr,B,2020,1772495,1667599,104896,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,5,May,B,2020,1772969,1667234,105735,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,6,Jun,B,2020,1772596,1666576,106020,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,7,Jul,B,2020,1771079,1665910,105169,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,8,Aug,B,2020,1768401,1665356,103045,5.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,9,Sep,B,2020,1765143,1664994,100149,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,10,Oct,B,2020,1762719,1665108,97611,5.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,11,Nov,B,2020,1762364,1666063,96301,5.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",1999,12,Dec,B,2020,1764065,1667749,96316,5.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,1,Jan,B,2020,1766654,1669400,97254,5.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,2,Feb,B,2020,1768608,1669923,98685,5.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,3,Mar,B,2020,1769710,1669088,100622,5.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,4,Apr,B,2020,1770125,1667324,102801,5.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,5,May,B,2020,1769872,1665162,104710,5.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,6,Jun,B,2020,1769347,1662829,106518,6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,7,Jul,B,2020,1768929,1660661,108268,6.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,8,Aug,B,2020,1768859,1659352,109507,6.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,9,Sep,B,2020,1769144,1659170,109974,6.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,10,Oct,B,2020,1769330,1659494,109836,6.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,11,Nov,B,2020,1768993,1659113,109880,6.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2000,12,Dec,B,2020,1767954,1657231,110723,6.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,1,Jan,B,2020,1766160,1653750,112410,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,2,Feb,B,2020,1763460,1648985,114475,6.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,3,Mar,B,2020,1759443,1643230,116213,6.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,4,Apr,B,2020,1754460,1637159,117301,6.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,5,May,B,2020,1749729,1631747,117982,6.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,6,Jun,B,2020,1746365,1627570,118795,6.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,7,Jul,B,2020,1744973,1624580,120393,6.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,8,Aug,B,2020,1745379,1621826,123553,7.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,9,Sep,B,2020,1746824,1618681,128143,7.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,10,Oct,B,2020,1748822,1615677,133145,7.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,11,Nov,B,2020,1751314,1613509,137805,7.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2001,12,Dec,B,2020,1754647,1612957,141690,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,1,Jan,B,2020,1758795,1614444,144351,8.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,2,Feb,B,2020,1763518,1617775,145743,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,3,Mar,B,2020,1768611,1622598,146013,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,4,Apr,B,2020,1773811,1628472,145339,8.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,5,May,B,2020,1778688,1634789,143899,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,6,Jun,B,2020,1782789,1640974,141815,8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,7,Jul,B,2020,1785903,1646341,139562,7.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,8,Aug,B,2020,1788426,1650709,137717,7.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,9,Sep,B,2020,1790941,1654179,136762,7.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,10,Oct,B,2020,1793350,1656447,136903,7.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,11,Nov,B,2020,1795315,1657566,137749,7.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2002,12,Dec,B,2020,1796534,1657704,138830,7.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,1,Jan,B,2020,1797514,1657220,140294,7.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,2,Feb,B,2020,1798932,1656794,142138,7.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,3,Mar,B,2020,1800701,1656554,144147,8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,4,Apr,B,2020,1802638,1656358,146280,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,5,May,B,2020,1804872,1656546,148326,8.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,6,Jun,B,2020,1807796,1657871,149925,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,7,Jul,B,2020,1811563,1660871,150692,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,8,Aug,B,2020,1816018,1665453,150565,8.3
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,9,Sep,B,2020,1820701,1671155,149546,8.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,10,Oct,B,2020,1825568,1677398,148170,8.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,11,Nov,B,2020,1830590,1683815,146775,8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2003,12,Dec,B,2020,1835353,1690160,145193,7.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,1,Jan,B,2020,1839644,1696354,143290,7.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,2,Feb,B,2020,1843615,1702565,141050,7.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,3,Mar,B,2020,1847889,1709093,138796,7.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,4,Apr,B,2020,1852164,1715580,136584,7.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,5,May,B,2020,1855938,1721468,134470,7.2
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,6,Jun,B,2020,1859037,1726501,132536,7.1
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,7,Jul,B,2020,1861701,1730740,130961,7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,8,Aug,B,2020,1864190,1734373,129817,7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,9,Sep,B,2020,1866939,1737780,129159,6.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,10,Oct,B,2020,1870256,1741601,128655,6.9
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,11,Nov,B,2020,1874206,1746192,128014,6.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2004,12,Dec,B,2020,1879007,1751536,127471,6.8
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,1,Jan,B,2020,1884234,1757401,126833,6.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,2,Feb,B,2020,1889158,1763355,125803,6.7
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,3,Mar,B,2020,1893470,1769105,124365,6.6
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,4,Apr,B,2020,1897378,1774525,122853,6.5
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,5,May,B,2020,1901102,1779239,121863,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,6,Jun,B,2020,1904466,1782721,121745,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,7,Jul,B,2020,1907132,1784885,122247,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,8,Aug,B,2020,1908835,1786210,122625,6.4
BS5300000000000,BS,Balance of State,"Balance of Washington, state less Seattle-Bellevue-Everett MD",2005,9,Sep,B,2020,1909635,1787245,122390,6.4
